업종명,업소명,소재지(도로명),소재지(지번),소재지전화,업태명
일반음식점,항아리보쌈,충청북도 청주시 상당구 중고개로 297 (금천동),충청북도 청주시 상당구 금천동 219-1 ,043 -2211-008,한식
일반음식점,짱이네,"충청북도 청주시 상당구 수영로 277, 1층 (금천동)",충청북도 청주시 상당구 금천동 227 1층 ,043 -223 -1212,분식
일반음식점,장미도시락,"충청북도 청주시 상당구 수영로259번길 20 (금천동,1층)",충청북도 청주시 상당구 금천동 230-17 1층 ,043 -264 -3175,한식
일반음식점,길벗식당,충청북도 청주시 상당구 중고개로321번길 46 (금천동),충청북도 청주시 상당구 금천동 230-29 , 043- 223-5855,한식
일반음식점,지코바치킨 금천점,충청북도 청주시 상당구 수영로259번길 29 (금천동),충청북도 청주시 상당구 금천동 233-2 ,043 - 250-8292,통닭(치킨)
일반음식점,끄트미김초밥,"충청북도 청주시 상당구 수영로259번길 29, 1층 9호 (금천동)",충청북도 청주시 상당구 금천동 233-2 ,,한식
일반음식점,청주본가금천점,"충청북도 청주시 상당구 수영로 273 (금천동, 1층)",충청북도 청주시 상당구 금천동 242 1층 ,043 - 255-2002,한식
일반음식점,하레하레떡볶이,"충청북도 청주시 상당구 중고개로 321, 1층 (금천동)",충청북도 청주시 상당구 금천동 242-2 ,043 -221 -5525,분식
일반음식점,카페오공이(cafe 502),"충청북도 청주시 상당구 산성로50번길 2, 2층 (금천동)",충청북도 청주시 상당구 금천동 261-106 2층 ,043 -253 -6070,기타
일반음식점,순대부인,"충청북도 청주시 상당구 산성로50번길 6, 주1동 1층 (금천동)",충청북도 청주시 상당구 금천동 261-116 1층 주1동 ,,한식
일반음식점,봉평메밀,충청북도 청주시 상당구 산성로 58 (금천동),충청북도 청주시 상당구 금천동 261-124 ,043 - 255-4466,한식
일반음식점,24시전주명가콩나물국밥,"충청북도 청주시 상당구 중고개로337번길 1-1, 1층 (금천동)",충청북도 청주시 상당구 금천동 261-13 1층 ,,한식
일반음식점,우세,"충청북도 청주시 상당구 산성로 54, 1층 (금천동)",충청북도 청주시 상당구 금천동 261-14 1층 ,043 -221 -9090,한식
일반음식점,굴담,"충청북도 청주시 상당구 산성로50번길 1, 1~2층 (금천동)",충청북도 청주시 상당구 금천동 261-22 ,043 -259 -9999,한식
일반음식점,숯총각막창꼼장어,"충청북도 청주시 상당구 산성로 46, 1층 (금천동)",충청북도 청주시 상당구 금천동 261-30 1층 ,043 -252 -7078,한식
일반음식점,베이징,"충청북도 청주시 상당구 산성로 42, 1,2층 (금천동)",충청북도 청주시 상당구 금천동 261-40 ,043 -254 -2226,중국식
일반음식점,장백마라갈비양꼬치,"충청북도 청주시 상당구 산성로38번길 2, 보스컴퓨터 1층 (금천동)",충청북도 청주시 상당구 금천동 261-47 보스컴퓨터 ,043 -258 -0070,한식
일반음식점,아티에포크,"충청북도 청주시 상당구 산성로 38, 2층 (금천동)",충청북도 청주시 상당구 금천동 261-49 2층 ,,한식
일반음식점,옛정,"충청북도 청주시 상당구 산성로 34 (금천동, 1층)",충청북도 청주시 상당구 금천동 261-51 (1층) ,,한식
일반음식점,그대와,충청북도 청주시 상당구 중고개로337번길 62 (금천동),충청북도 청주시 상당구 금천동 261-69 , 043- 257-5209,일식
일반음식점,피자헛금천광장점,"충청북도 청주시 상당구 산성로98번길 8-1, 1층 (금천동)",충청북도 청주시 상당구 금천동 271 1층 ,043 -285 -1598,경양식
일반음식점,타타스베이글 청주금천점,"충청북도 청주시 상당구 산성로92번길 6, 굿모닝타워 1층 101, 102호 (금천동)",충청북도 청주시 상당구 금천동 276 굿모닝타워 ,,기타
일반음식점,왕마라탕훠궈,"충청북도 청주시 상당구 중고개로 336, 엔젤타워 2층 203,204호 (금천동)","충청북도 청주시 상당구 금천동 277 엔젤타워 203,204호 ",,"외국음식전문점(인도,태국등)"
일반음식점,자담치킨청주금천점,충청북도 청주시 상당구 중고개로 334 (금천동),충청북도 청주시 상당구 금천동 278 ,043 -291 -0116,식육(숯불구이)
일반음식점,대연대패삼겹살,"충청북도 청주시 상당구 중고개로 330-1 (금천동,(드림피아 201~204))",충청북도 청주시 상당구 금천동 279 (드림피아 201~204) ,043 -286 -8421,식육(숯불구이)
일반음식점,춘리마라탕 금천점,"충청북도 청주시 상당구 중고개로 330-1, 드림피아 1층 104호 (금천동)",충청북도 청주시 상당구 금천동 279 드림피아 104호,,중국식
일반음식점,소림타운청주상당점,"충청북도 청주시 상당구 중고개로 322, 드림메디칼 2층 204호 (금천동)",충청북도 청주시 상당구 금천동 285 드림메디칼 ,043 -287 -8899,중국식
일반음식점,주식회사 우마미,"충청북도 청주시 상당구 중고개로 322, 203호 (금천동,드림메디칼)",충청북도 청주시 상당구 금천동 285 드림메디칼 203호,043 -288 -8884,분식
일반음식점,캠프치킨금천광장점,"충청북도 청주시 상당구 중고개로 320 (금천동, 1층)",충청북도 청주시 상당구 금천동 286 (1층) ,043 -221 -1592,호프/통닭
일반음식점,김밥세상,"충청북도 청주시 상당구 수영로 285 (금천동,튼튼타워 102호)",충청북도 청주시 상당구 금천동 287 튼튼타워 102호 ,043 -284 -0079,한식
일반음식점,미스터피자청주금천점,"충청북도 청주시 상당구 수영로 285, 202호 (금천동,튼튼타워 2층)",충청북도 청주시 상당구 금천동 287 튼튼타워 2층 202호,043 -295 -1577,패스트푸드
일반음식점,탕화쿵푸마라탕,"충청북도 청주시 상당구 산성로92번길 41, 1층 (금천동)",충청북도 청주시 상당구 금천동 288 1층 ,043 -288 -8155,기타
일반음식점,제주세호해장국청주금천점,"충청북도 청주시 상당구 산성로92번길 41, 1층 (금천동)",충청북도 청주시 상당구 금천동 288 1층 ,043 -297 -7978,한식
일반음식점,술통,충청북도 청주시 상당구 산성로92번길 27 (금천동),충청북도 청주시 상당구 금천동 290 ,043 - 286-3515,호프/통닭
일반음식점,곱창나라,충청북도 청주시 상당구 산성로92번길 27 (금천동),충청북도 청주시 상당구 금천동 290 ,043- 297-6060,한식
일반음식점,정운(正運),"충청북도 청주시 상당구 산성로92번길 27 (금천동, 1층)",충청북도 청주시 상당구 금천동 290 (1층) ,043 -296 -0009,한식
일반음식점,슈퍼막회,"충청북도 청주시 상당구 산성로92번길 27, 센타빌딩 1층 107호 (금천동)",충청북도 청주시 상당구 금천동 290 센타빌딩 107호,,일식
일반음식점,석호네닭발(금천점),"충청북도 청주시 상당구 산성로92번길 27, 센타빌딩 1층 101호 (금천동)",충청북도 청주시 상당구 금천동 290 센타빌딩 1층 101호,043 -288 -0731,호프/통닭
일반음식점,청주우동,"충청북도 청주시 상당구 산성로92번길 25 (금천동, 101호)",충청북도 청주시 상당구 금천동 292 (101호) ,043 -288 -9297,한식
일반음식점,별미참숯닭갈비,"충청북도 청주시 상당구 산성로92번길 25 (금천동,신명빌딩 103호)",충청북도 청주시 상당구 금천동 292 신명빌딩 103호 ,043 - 283-2349,호프/통닭
일반음식점,52소9292,"충청북도 청주시 상당구 산성로92번길 25, 상가동 104,105호 (금천동,신명빌딩)","충청북도 청주시 상당구 금천동 292 신명빌딩 상가동 104,105호",,호프/통닭
일반음식점,소간지,"충청북도 청주시 상당구 산성로92번길 17 (금천동, 1층(106호))",충청북도 청주시 상당구 금천동 293 ,,식육(숯불구이)
일반음식점,소운나김밥,"충청북도 청주시 상당구 산성로92번길 17 (금천동, 1층-101호)",충청북도 청주시 상당구 금천동 293 (101호) ,,기타
일반음식점,군닭400&국수금천광장점,"충청북도 청주시 상당구 산성로92번길 17 (금천동,외1필지 (102호))",충청북도 청주시 상당구 금천동 293 외1필지 (102호) ,,한식
일반음식점,주식회사,"충청북도 청주시 상당구 산성로92번길 17, 103호 (금천동, 유니온빌딩)",충청북도 청주시 상당구 금천동 293 유니온빌딩 103호,043 -296 -7476,한식
일반음식점,잭아저씨족발보쌈,"충청북도 청주시 상당구 산성로92번길 17, 105호 (금천동)",충청북도 청주시 상당구 금천동 293-105 유니온빌딩 ,,한식
일반음식점,신가네콩나물칼국수&밥,"충청북도 청주시 상당구 산성로92번길 13 (금천동,(1층))",충청북도 청주시 상당구 금천동 295 (1층) ,043 -296 -9888,한식
일반음식점,송탄우정집부대찌개,"충청북도 청주시 상당구 산성로92번길 13 (금천동,(1층))",충청북도 청주시 상당구 금천동 295 (1층) ,,한식
일반음식점,역전꽈배기,"충청북도 청주시 상당구 산성로98번길 12, 그린프라자 1층 106호 (금천동)",충청북도 청주시 상당구 금천동 296 그린프라자 , 043- 295-9663,기타
일반음식점,맛을품닭,"충청북도 청주시 상당구 산성로98번길 12, 그린프라자 1층 103호 (금천동)",충청북도 청주시 상당구 금천동 296 그린프라자 ,043 -288 -4599,한식
일반음식점,서리서리멸치국수금천점,"충청북도 청주시 상당구 산성로98번길 12 (금천동,그린프라자 상가 101호)",충청북도 청주시 상당구 금천동 296 그린프라자 상가 101호 ,043 -283 -1979,한식
일반음식점,별촌참숯닭갈비(금천점),"충청북도 청주시 상당구 산성로98번길 18, 1층 105호 (금천동, 한라멤버스Ⅱ)",충청북도 청주시 상당구 금천동 297 ,043 -295 -1599,식육(숯불구이)
일반음식점,강남식당,"충청북도 청주시 상당구 산성로98번길 18 (금천동,외1필지(101호))",충청북도 청주시 상당구 금천동 297 외1필지(101호) ,,호프/통닭
일반음식점,막창친구곱창,"충청북도 청주시 상당구 산성로98번길 18 (금천동,외1필지(104호))",충청북도 청주시 상당구 금천동 297 외1필지(104호) ,043 -292 -2680,한식
일반음식점,꿀마니닭강정금천광장점,"충청북도 청주시 상당구 산성로98번길 18, 한라멤버스Ⅱ 1층 107호 (금천동)",충청북도 청주시 상당구 금천동 297 한라멤버스Ⅱ ,,한식
일반음식점,모서릿집 금천점,"충청북도 청주시 상당구 산성로98번길 18, 한라멤버스Ⅱ 106호 (금천동)",충청북도 청주시 상당구 금천동 297 한라멤버스Ⅱ ,,한식
일반음식점,역전할머니맥주금천점,"충청북도 청주시 상당구 산성로98번길 18, 한라멤버스Ⅱ 1층 102,103호 (금천동)","충청북도 청주시 상당구 금천동 297 한라멤버스Ⅱ, 102호,103호 ",043 -283 -1633,식육(숯불구이)
일반음식점,빈대떡신사,충청북도 청주시 상당구 산성로98번길 24 (금천동),충청북도 청주시 상당구 금천동 299 ,043 - 298-6498,호프/통닭
일반음식점,아지트락당구클럽,"충청북도 청주시 상당구 산성로98번길 24, 4층 (금천동)",충청북도 청주시 상당구 금천동 299 ,043 -288 -4939,기타
일반음식점,에피소드,충청북도 청주시 상당구 산성로98번길 24 (금천동),충청북도 청주시 상당구 금천동 299 ,,호프/통닭
일반음식점,춘천닭갈비,충청북도 청주시 상당구 산성로98번길 32 (금천동),충청북도 청주시 상당구 금천동 300 ,043 - 288-6666,한식
일반음식점,구십구퍼센트(99%),"충청북도 청주시 상당구 산성로98번길 32, 2층 203호 (금천동, 금천빌딩)",충청북도 청주시 상당구 금천동 300 ,043 -283 -0992,호프/통닭
일반음식점,위찜,충청북도 청주시 상당구 산성로98번길 32 (금천동),충청북도 청주시 상당구 금천동 300 ,043 -288 -4254,한식
일반음식점,불대포,충청북도 청주시 상당구 산성로98번길 32 (금천동),충청북도 청주시 상당구 금천동 300 ,,기타
일반음식점,크로BAR,"충청북도 청주시 상당구 산성로98번길 32 (금천동, 2층)",충청북도 청주시 상당구 금천동 300 (2층) ,,호프/통닭
일반음식점,인생집 금천점,"충청북도 청주시 상당구 산성로98번길 32, 금천동빌딩 1층 105,106호 (금천동)",충청북도 청주시 상당구 금천동 300 금천동빌딩 105~6호,,한식
일반음식점,K(케이),"충청북도 청주시 상당구 산성로98번길 34 (금천동,(302호))",충청북도 청주시 상당구 금천동 301 (302호) ,,호프/통닭
일반음식점,식또락,"충청북도 청주시 상당구 산성로98번길 34 (금천동,2층(201호))",충청북도 청주시 상당구 금천동 301 2층(201호) ,043 -225 -3110,호프/통닭
일반음식점,곱창군금천점,"충청북도 청주시 상당구 산성로98번길 34, 에스디앤씨빌딩 1층 101호 (금천동)",충청북도 청주시 상당구 금천동 301 에스디앤씨빌딩 101호,,식육(숯불구이)
일반음식점,무지개맥주,"충청북도 청주시 상당구 산성로98번길 34, 에스디앤씨빌딩 102호 (금천동)",충청북도 청주시 상당구 금천동 301 에스디앤씨빌딩 102호,,호프/통닭
일반음식점,비비큐 (금천점),충청북도 청주시 상당구 수영로 289 (금천동),충청북도 청주시 상당구 금천동 303 ,043 - 285-9945,통닭(치킨)
일반음식점,고래맥주창고청주금천점,"충청북도 청주시 상당구 수영로 292, 장자마을부영그린타운2차아파트 상가동 1층 102호 (금천동)",충청북도 청주시 상당구 금천동 311 장자마을부영그린타운2차아파트 상가동 102호,,호프/통닭
일반음식점,참스민,충청북도 청주시 상당구 중고개로 286 (금천동),충청북도 청주시 상당구 금천동 317 ,043 -293 -3140,분식
